"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg07443529","chr17",36953613,"-","cg07443529",NA,NA,NA,NA,NA,NA,"chr17:36955256-36956380","N_Shore","PIP4K2B","NM_003559","Body","","","","","17:36953513-36953660","Promoter_Associated_Cell_type_specific","",-0.572410481391398,2.07753893652458,-5.36531682879612,2.86362751784659e-06,0.00310076895165732,4.4808083596241
"cg24996814","chr11",68417376,"+","cg24996814",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","11:68173882-68174515","","","",1.25597371534013,0.737882197242973,5.36320581896758,2.88391855174604e-06,0.00310234990400465,4.47442817260152
"cg01275830","chr10",104211749,"-","cg01275830",NA,NA,NA,NA,NA,NA,"chr10:104210095-104210985","S_Shore","C10orf95","NM_024886","TSS1500","","","","","","","",-0.873144294326073,2.82040369252905,-5.36251532124255,2.89058651087368e-06,0.00310234990400465,4.47234133025668
"cg16651126","chr7",27170552,"+","cg16651126","rs10225507",0.297532,NA,NA,NA,NA,"chr7:27169572-27170638","Island","HOXA4","NM_002141","TSS200","","DMR","TRUE","7:27136937-27137577","7:27170014-27171090","Promoter_Associated","TRUE",-1.58491146898947,-1.00413860198476,-5.36245052865688,2.89121298019493e-06,0.00310234990400465,4.47214551413577
"cg25952581","chr7",27170961,"-","cg25952581",NA,NA,NA,NA,NA,NA,"chr7:27169572-27170638","S_Shore","HOXA4","NM_002141","TSS1500","","DMR","TRUE","7:27136937-27137577","7:27170014-27171090","Promoter_Associated","TRUE",-1.28106739788135,-0.988761206870412,-5.3592290418219,2.92253136635314e-06,0.00312653809791734,4.46240995432644
"cg00684283","chr14",105943425,"-","cg00684283",NA,NA,NA,NA,NA,NA,"chr14:105944421-105945700","N_Shore","CRIP2","NM_001312","Body","","","","","","","",-0.821390094530182,-1.34584608286455,-5.35430515903743,2.97105109212148e-06,0.00316892843207431,4.44753121770995
"cg20817131","chr7",27184167,"-","cg20817131",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27150684-27150895","7:27182652-27184498","Unclassified","",1.40958818286976,2.44997222250943,5.35331758381641,2.98087834359506e-06,0.00316991941944485,4.44454724515621
"cg19276111","chr1",24229232,"-","cg19276111","rs6662949",0.013032,NA,NA,NA,NA,"chr1:24229115-24229537","Island","CNR2","NM_001841","5'UTR","","DMR","","1:24101125-24102225","","","TRUE",-1.2456241739707,-1.12865239156106,-5.34944519906693,3.01972392206967e-06,0.00320167127564795,4.43284753025685
"cg06904356","chr5",1849983,"-","cg06904356",NA,NA,NA,NA,NA,NA,"chr5:1851342-1851564","N_Shore","","","","","","","5:1902983-1903325","","","",1.90004706015171,1.44530283386291,5.34359682408181,3.07934482865876e-06,0.00324336960528992,4.41517999624574
"cg06178669","chr11",63334608,"+","cg06178669",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","11:63334373-63335184","Promoter_Associated_Cell_type_specific","",1.07037913797668,-0.936752086463259,5.34314173631605,3.08403283332568e-06,0.00324336960528992,4.41380532345261
"cg27569706","chr2",33173163,"+","cg27569706",NA,NA,NA,NA,NA,NA,"chr2:33171448-33173164","Island","LTBP1","NM_206943","Body","","","","2:33024953-33026668","","","",-0.796709204420243,-1.01064511963792,-5.34219738409109,3.09378349358782e-06,0.00324336960528992,4.41095279464403
"cg03217227","chr1",249119553,"+","cg03217227",NA,NA,NA,NA,NA,NA,"chr1:249120450-249120731","N_Shore","SH3BP5L","NM_030645","5'UTR","","RDMR","","","","","",-0.598521842910694,-0.156591120642806,-5.34203435719411,3.09546987550302e-06,0.00324336960528992,4.41046035972391
"cg21266798","chr13",110433636,"-","cg21266798","rs78996156",0.030192,NA,NA,NA,NA,"chr13:110434466-110440180","N_Shore","IRS2","NM_003749","Body","","CDMR","","","","","",-0.527440602749484,2.73571796717993,-5.34080742968162,3.1081907216863e-06,0.00324714781128192,4.40675440270653
"cg19516279","chr5",151153922,"+","cg19516279",NA,NA,NA,NA,NA,NA,"chr5:151150014-151152086","S_Shore","G3BP1;G3BP1","NM_198395;NM_005754","5'UTR;5'UTR","","RDMR","","","","","",-1.12204189501997,-3.0113534704614,-5.33417092790541,3.17790186586283e-06,0.00330151446009293,4.38671085359065
"cg03724423","chr7",27170755,"-","cg03724423","rs6461988",0.01184,NA,NA,NA,NA,"chr7:27169572-27170638","S_Shore","HOXA4","NM_002141","TSS1500","","DMR","TRUE","7:27136937-27137577","7:27170014-27171090","Promoter_Associated","TRUE",-1.65731101697652,-1.32728138781639,-5.33408957999367,3.17876590495832e-06,0.00330151446009293,4.38646518915012
"cg08463024","chr6",31508167,"+","cg08463024",NA,NA,NA,NA,NA,NA,"chr6:31509668-31509896","N_Shore","BAT1;BAT1","NM_080598;NM_004640","Body;Body","","RDMR","","","","","",-0.865428156745146,-1.43743742755171,-5.33168333993758,3.2044294357146e-06,0.00331849408234346,4.37919877518379
"cg12058372","chr20",48252667,"-","cg12058372",NA,NA,NA,NA,NA,NA,"","OpenSea","B4GALT5","NM_004776","3'UTR","","","TRUE","","","","",-1.10625979929308,1.34907677481447,-5.32720688840963,3.25272023802007e-06,0.00335296704253727,4.36568196444206
"cg10718608","chr17",19438221,"+","cg10718608",NA,NA,NA,NA,NA,NA,"chr17:19436788-19437692","S_Shore","SLC47A1","NM_018242","Body","","","","17:19378798-19378846","","","",-0.625218345615583,-1.51724769636393,-5.32685549090698,3.25654141592975e-06,0.00335296704253727,4.36462097695445
"cg15920669","chr8",142037502,"-","cg15920669",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","TRUE",-0.844571302547014,1.37384193976034,-5.3255967109161,3.27026623386808e-06,0.00335659234774733,4.3608203801283
"cg13451048","chr1",44820073,"-","cg13451048",NA,NA,NA,NA,NA,NA,"chr1:44820657-44821113","N_Shore","ERI3","NM_024066","Body","low-CpG:44592591-44592948","","","","","","",-0.79503230628072,2.31898058824086,-5.32480692334672,3.27890675522764e-06,0.00335659234774733,4.35843586540498
"cg14058329","chr7",27183946,"+","cg14058329",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27149871-27150476","7:27182652-27184498","Unclassified","",2.11053613638206,4.21126501239798,5.32163496024967,3.31383753382698e-06,0.00337960405624459,4.34885964632272
"cg14704758","chr5",146888890,"-","cg14704758",NA,NA,NA,NA,NA,NA,"chr5:146888750-146889840","Island","","","","","DMR","","5:146868961-146870033","","","",-1.29353685285986,-4.48470643272071,-5.32104640511215,3.32035935854709e-06,0.00337960405624459,4.3470828792877
"cg21368063","chr2",27338538,"-","cg21368063",NA,NA,NA,NA,NA,NA,"chr2:27341567-27341923","N_Shelf","CGREF1;CGREF1;CGREF1","NM_001166240;NM_001166239;NM_006569","5'UTR;5'UTR;5'UTR","","","","","","","",0.698115172935446,1.46863764698072,5.31472261855405,3.39124140033087e-06,0.00344191678820761,4.32799407395667
"cg21695395","chr11",128364143,"-","cg21695395",NA,NA,NA,NA,NA,NA,"","OpenSea","ETS1;ETS1;ETS1","NM_001143820;NM_001162422;NM_005238","Body;Body;Body","","","TRUE","","","","",-0.741040627461295,0.391468916248069,-5.31162846629454,3.42646746814578e-06,0.00346778949769771,4.31865538321117
"cg08097614","chr19",46388787,"-","cg08097614",NA,NA,NA,NA,NA,NA,"chr19:46387327-46389578","Island","IRF2BP1","NM_015649","1stExon","","","","19:51079168-51082097","19:46388701-46388903","Promoter_Associated","",-0.87549379964997,-3.38974430334085,-5.30911785903056,3.45531632412627e-06,0.0034870797843863,4.31107853089704
"cg07850592","chr1",231299396,"+","cg07850592",NA,NA,NA,NA,NA,NA,"chr1:231297812-231299777","Island","TRIM67","NM_001004342","1stExon","","","","1:229364360-229366400","","","",-0.869342687707343,-2.99681372874205,-5.30696578854861,3.48023681242328e-06,0.0035023078057676,4.30458414776226
"cg09408902","chr2",121338544,"+","cg09408902","rs1880542",0.38906,NA,NA,NA,NA,"chr2:121334308-121334801","S_Shelf","","","","","","","2:121054893-121055134","","","",0.775400439671668,0.0782935525472709,5.30552979504107,3.49696427898823e-06,0.0035092282804737,4.30025091723466
"cg26073542","chr11",3174128,"-","cg26073542","rs75593317",0.110936,NA,NA,NA,NA,"","OpenSea","OSBPL5;OSBPL5;OSBPL5","NM_020896;NM_001144063;NM_145638","5'UTR;5'UTR;5'UTR","","","","11:3130668-3130734","","","",-1.09607492864854,2.37592205542702,-5.30007523383256,3.56123208567935e-06,0.00356368293360349,4.28379293826185
"cg01380884","chr15",74923934,"+","cg01380884",NA,NA,NA,NA,NA,NA,"","OpenSea","EDC3;EDC3;EDC3","NM_001142443;NM_001142444;NM_025083","3'UTR;3'UTR;3'UTR","","","","","15:74923552-74925301","Gene_Associated","",-0.700701976551305,1.26553179621436,-5.29489001894071,3.62341093189611e-06,0.00361574797600373,4.26815004067945
"cg06757775","chr2",201827671,"-","cg06757775",NA,NA,NA,NA,NA,NA,"chr2:201828015-201828514","N_Shore","ORC2L","NM_006190","5'UTR","","","","","2:201827455-201828770","Promoter_Associated","",-0.618491329434403,-2.79441941651969,-5.29363371692086,3.63863712315885e-06,0.00362079967022269,4.2643603466107
"cg08401657","chr6",10399046,"+","cg08401657",NA,NA,NA,NA,NA,NA,"chr6:10398573-10398812","S_Shore","TFAP2A;TFAP2A;TFAP2A","NM_001042425;NM_001032280;NM_003220","Body;Body;Body","","RDMR","","","","","",0.860128420520233,0.974579127790418,5.29264840076102,3.65062334977488e-06,0.00362260812044722,4.2613881905765
"cg06392589","chr3",136676846,"+","cg06392589",NA,NA,NA,NA,NA,NA,"","OpenSea","IL20RB;IL20RB","NM_144717;NM_144717","1stExon;5'UTR","","","","","","","",-1.38782253426373,3.87154873105149,-5.28828587008886,3.7041646665017e-06,0.00366241334373674,4.24822986109882
"cg23801028","chr10",99791308,"+","cg23801028",NA,NA,NA,NA,NA,NA,"chr10:99789614-99791320","Island","CRTAC1","NM_018058","TSS1500","","","","","","","",-0.922815073445301,0.294928326149593,-5.28677206664459,3.72292479960454e-06,0.00366241334373674,4.24366429586838
"cg16391646","chr7",98519363,"+","cg16391646",NA,NA,NA,NA,NA,NA,"","OpenSea","TRRAP","NM_003496","Body","","","","7:98357299-98357416","","","",-0.751381597064074,3.03408472006254,-5.28656233375798,3.7255313726657e-06,0.00366241334373674,4.24303176656074
"cg03295928","chr2",74669349,"+","cg03295928",NA,NA,NA,NA,NA,NA,"chr2:74667593-74669403","Island","RTKN","NM_001015055","TSS1500","high-CpG:74522525-74523063","","","2:74521141-74522952","2:74668598-74669615","Unclassified","",-0.932346265744188,-1.16697044420186,-5.28552427931563,3.73845902009248e-06,0.00366241334373674,4.23990117568113
"cg07963033","chr7",116139322,"+","cg07963033",NA,NA,NA,NA,NA,NA,"chr7:116139774-116140352","N_Shore","CAV2;CAV2","NM_001233;NM_198212","TSS200;TSS200","","","","","","","TRUE",-0.664889962032425,-2.47505823491056,-5.28397971668174,3.75777688640796e-06,0.00366241334373674,4.23524322095414
"cg27162705","chr10",114713024,"+","cg27162705",NA,NA,NA,NA,NA,NA,"chr10:114712115-114712544","S_Shore","TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2","NM_001146284;NM_001146285;NM_030756;NM_001146274;NM_001146286;NM_001146283","Body;Body;Body;Body;Body;Body","","","","10:114703011-114703223","","","",-0.802718330042202,-0.325399003782205,-5.28366310633815,3.76174893288038e-06,0.00366241334373674,4.23428844171031
"cg08301896","chr10",46970182,"-","cg08301896","rs7078142",0.088357,NA,NA,NA,NA,"chr10:46969991-46971557","Island","SYT15;SYT15","NM_031912;NM_181519","Body;Body","","","TRUE","10:46390018-46391548","10:46970134-46971009","Unclassified_Cell_type_specific","",-0.50750439440577,-0.498218969486658,-5.2829028456435,3.77130380452137e-06,0.00366241334373674,4.23199581402805
"cg09327894","chr17",21155019,"-","cg09327894",NA,NA,NA,NA,NA,NA,"","OpenSea","C17orf103","NM_152914","Body","","","TRUE","","17:21154936-21155143","Unclassified","",-0.522771361234502,2.45074770063178,-5.28227445340239,3.77921951460709e-06,0.00366241334373674,4.2301008850677
"cg13563634","chr6",32805684,"+","cg13563634",NA,NA,NA,NA,NA,NA,"chr6:32806284-32806669","N_Shore","TAP2;TAP2","NM_000544;NM_018833","Body;Body","","","","","6:32805634-32807545","Promoter_Associated","",-0.61440207931339,0.491504268474758,-5.28109569013491,3.79411254224543e-06,0.00366241334373674,4.22654639627841
"cg12057127","chr17",46699155,"+","cg12057127",NA,NA,NA,NA,NA,NA,"chr17:46697413-46697701","S_Shore","HOXB9","NM_024017","3'UTR","","","","17:44053880-44054272","","","",-0.855267461691756,1.70816391325162,-5.28072915290313,3.79875537885196e-06,0.00366241334373674,4.22544115078932
"cg07796220","chr17",8702369,"+","cg07796220",NA,NA,NA,NA,NA,NA,"chr17:8702342-8702824","Island","MFSD6L","NM_152599","1stExon","","","TRUE","17:8642638-8643549","","","",-0.841945932755647,1.75544733698486,-5.28032958372031,3.80382303522181e-06,0.00366241334373674,4.22423631536421
"cg14501219","chr17",62775713,"+","cg14501219",NA,NA,NA,NA,NA,NA,"chr17:62774366-62777797","Island","LOC146880;LOC146880","NR_027487;NR_026899","Body;Body","","","","17:60205877-60208257","","","",-0.817560256479538,0.241011525038237,-5.27756970803543,3.83900934379349e-06,0.00368632852743858,4.21591475116555
"cg24116779","chr7",100841554,"-","cg24116779",NA,NA,NA,NA,NA,NA,"chr7:100845050-100845726","N_Shelf","MOGAT3","NM_178176","Body","","","","7:100628181-100628302","","","",0.750982938758905,0.386987043075477,5.27647704916957,3.85302883705111e-06,0.00368984477971847,4.21262035941734
"cg22515589","chr17",79426432,"+","cg22515589","rs4969273",0.309486,NA,NA,NA,NA,"chr17:79427930-79429135","N_Shore","BAHCC1","NM_001080519","Body","high-CpG:77041017-77041090","","","17:77040235-77041223","","","",-0.798952545761807,1.73861191036227,-5.27446343354478,3.87899775889536e-06,0.0037034291987124,4.20654954208754
"cg04339462","chr14",100028196,"+","cg04339462",NA,NA,NA,NA,NA,NA,"","OpenSea","CCDC85C","NM_001144995","Body","","","TRUE","","","","",-0.741943429518761,2.02407258745452,-5.27356951573828,3.89058181404028e-06,0.0037034291987124,4.20385460040383
"cg05068452","chr4",115521241,"+","cg05068452",NA,NA,NA,NA,NA,NA,"chr4:115519422-115520932","S_Shore","UGT8","NM_001128174","5'UTR","","RDMR","","4:115740607-115740737","","","",-0.749245186372991,-2.39144150533195,-5.27296759598218,3.89840123936378e-06,0.0037034291987124,4.20204000131792
"cg04977602","chr5",35230728,"-","cg04977602",NA,NA,NA,NA,NA,NA,"","OpenSea","PRLR;PRLR","NM_000949;NM_000949","1stExon;5'UTR","","","","","","","TRUE",-0.777509073964738,0.970173627932747,-5.27010092876231,3.9358557135602e-06,0.00372232253763704,4.19339834791611
"cg19764594","chr3",10806288,"+","cg19764594",NA,NA,NA,NA,NA,NA,"","OpenSea","LOC285370","NR_027102","TSS1500","","","","","","","",1.09944719837798,1.74872333330783,5.2698472870533,3.93918678631045e-06,0.00372232253763704,4.19263377320062
"cg20095656","chr5",176827793,"-","cg20095656","rs17876049",0.010417,NA,NA,NA,NA,"chr5:176829339-176829756","N_Shore","PFN3","NM_001029886","TSS200","","","","","","","",-1.35190675278786,3.1305379194637,-5.26790065652555,3.96484498481801e-06,0.00372393606544533,4.18676606593753
"cg26657725","chr17",79792929,"+","cg26657725","rs111308799",0.126258,NA,NA,NA,NA,"chr17:79790530-79791553","S_Shore","DYSFIP1","NM_001007533","TSS200","","","","17:77386039-77386324","17:79792873-79793346","Unclassified_Cell_type_specific","",-0.784320097554527,1.95773833373058,-5.26695293114939,3.97739663570181e-06,0.00372393606544533,4.1839094720031
"cg04317399","chr7",27170313,"+","cg04317399",NA,NA,NA,NA,NA,NA,"chr7:27169572-27170638","Island","HOXA4","NM_002141","1stExon","","","TRUE","","7:27170014-27171090","Promoter_Associated","TRUE",-1.37181827917823,-1.20013119194501,-5.26676466125352,3.97989475934742e-06,0.00372393606544533,4.18334200652016
"cg27053299","chr13",100548780,"+","cg27053299",NA,NA,NA,NA,NA,NA,"chr13:100547633-100548911","Island","CLYBL","NM_206808","3'UTR","","","","13:99346218-99346880","","","",1.11456967371547,0.656554384306965,5.26655281883365,3.98270752132569e-06,0.00372393606544533,4.18270349479518
"cg02578470","chr3",127320670,"+","cg02578470",NA,NA,NA,NA,NA,NA,"chr3:127323457-127324038","N_Shelf","MCM2","NM_004526","Body","","","","","","","",-0.913030658151448,-0.479662565819394,-5.2646686627638,4.00781141293291e-06,0.00373472574995716,4.17702466198161
"cg08272731","chr1",75602167,"+","cg08272731",NA,NA,NA,NA,NA,NA,"chr1:75601998-75602878","Island","LHX8","NM_001001933","Body","","DMR","","1:75374468-75375627","","","",-1.01447542788515,-4.45730704665669,-5.26411528715597,4.01521414260858e-06,0.00373472574995716,4.17535685332677
"cg06832687","chr6",32122753,"-","cg06832687",NA,NA,NA,NA,NA,NA,"chr6:32121829-32122529","S_Shore","PPT2;PPT2","NM_005155;NM_138717","Body;Body","","RDMR","","","6:32120376-32123743","Promoter_Associated","",-0.716224165082663,-2.28117268380486,-5.2623051307312,4.03952407395647e-06,0.00374755274407975,4.16990145115298
"cg07558761","chr16",87866696,"-","cg07558761","rs33942271",0.012138,NA,NA,NA,NA,"","OpenSea","SLC7A5","NM_003486","Body","","","","16:86424121-86424399","","","",-0.826744993341335,1.14709844162067,-5.25470349211554,4.1432136060937e-06,0.00382976137361091,4.1469951122689
"cg03702990","chr5",137828196,"+","cg03702990",NA,NA,NA,NA,NA,NA,"chr5:137827399-137828201","Island","","","","","","","5:137855299-137856100","5:137827078-137828740","Unclassified","",-0.678496901328178,-1.99540681060524,-5.25383624813125,4.15520942707572e-06,0.00382976137361091,4.14438214781355
"cg09175009","chr16",10912699,"+","cg09175009",NA,NA,NA,NA,NA,NA,"chr16:10912159-10912719","Island","FAM18A","NM_001079512","TSS200","","","","16:10819716-10820260","","","",-0.629288663123687,0.260439001721073,-5.25288539167995,4.16840131879867e-06,0.00382976137361091,4.14151734304513
"cg15225991","chr10",134468436,"+","cg15225991",NA,NA,NA,NA,NA,NA,"chr10:134468815-134469082","N_Shore","INPP5A","NM_005539","Body","","","","","10:134468056-134468633","Unclassified_Cell_type_specific","",-0.552442446896342,-1.60148316489572,-5.25268843621731,4.17113899973623e-06,0.00382976137361091,4.14092395275294
"cg02976574","chr3",171830293,"+","cg02976574",NA,NA,NA,NA,NA,NA,"","OpenSea","FNDC3B;FNDC3B","NM_001135095;NM_022763","Body;Body","","","TRUE","","","","",-0.995846496601718,3.18274334842704,-5.25133526584847,4.18999627144002e-06,0.0038371856599464,4.13684719863446
"cg00700866","chr1",38096105,"-","cg00700866",NA,NA,NA,NA,NA,NA,"chr1:38099677-38100864","N_Shelf","RSPO1","NM_001038633","5'UTR","","","","","","","",-0.548361666595368,-1.37906642594455,-5.2471106754377,4.24941348598555e-06,0.00387710576588829,4.12412069105486
"cg21543589","chr20",30225685,"+","cg21543589",NA,NA,NA,NA,NA,NA,"chr20:30225572-30225852","Island","COX4I2","NM_032609","TSS200","","","","20:29689262-29689486","","","",0.915897529558654,1.4095644617771,5.24639835824754,4.25951382939286e-06,0.00387710576588829,4.12197501158796
"cg26845300","chr6",158243833,"-","cg26845300","rs79961759",0.079686,NA,NA,NA,NA,"chr6:158243601-158245035","Island","SNX9","NM_016224","TSS1500","","","","6:158163541-158165023","","","TRUE",-1.53320921377965,-4.33764657344025,-5.24592516723379,4.26623660747017e-06,0.00387710576588829,4.12054966686387
"cg19322380","chr15",99408636,"-","cg19322380",NA,NA,NA,NA,NA,NA,"","OpenSea","IGF1R","NM_000875","Body","","","","15:97226147-97226332","15:99408462-99409708","Promoter_Associated_Cell_type_specific","",1.09358701387411,1.21327920592922,5.24145264719015,4.33030040368082e-06,0.00392529358936127,4.107078591338
